dt,hour,hostid,mod,avg_value,max_value,min_value,sample_cnt
2026-07-02,22,host017,mem_used,8577.00,8577.00,8577.00,1
2026-07-02,22,host017,net_in,746.22,746.22,746.22,1
2026-07-02,22,host017,net_out,330.16,330.16,330.16,1
2026-07-02,22,host017,net_pktin,3632.00,3632.00,3632.00,1
2026-07-02,22,host017,net_pktout,40524.00,40524.00,40524.00,1
2026-07-02,22,host017,proc_block,123.00,123.00,123.00,1
2026-07-02,22,host017,proc_run,370.00,370.00,370.00,1
2026-07-02,22,host017,proc_total,419.00,419.00,419.00,1
2026-07-02,22,host018,cpu_idle,67.99,67.99,67.99,1
2026-07-02,22,host018,cpu_sys,28.53,28.53,28.53,1
2026-07-02,22,host018,cpu_usage,37.67,37.67,37.67,1
2026-07-02,22,host018,cpu_user,2.09,2.09,2.09,1
2026-07-02,22,host018,cpu_wait,14.84,14.84,14.84,1
2026-07-02,22,host018,load1,15.14,15.14,15.14,1
2026-07-02,22,host018,load15,18.56,18.56,18.56,1
2026-07-02,22,host018,load5,25.40,25.40,25.40,1
2026-07-02,22,host018,mem_buff,94069.00,94069.00,94069.00,1
2026-07-02,22,host018,mem_cache,39851.00,39851.00,39851.00,1
2026-07-02,22,host018,mem_free,56099.00,56099.00,56099.00,1
2026-07-02,22,host018,mem_swap,65645.00,65645.00,65645.00,1
2026-07-02,22,host018,mem_used,54895.00,54895.00,54895.00,1
2026-07-02,22,host018,net_in,860.81,860.81,860.81,1
2026-07-02,22,host018,net_out,39.06,39.06,39.06,1
2026-07-02,22,host018,net_pktin,40579.00,40579.00,40579.00,1
2026-07-02,22,host018,net_pktout,89900.00,89900.00,89900.00,1
2026-07-02,22,host018,proc_block,60.00,60.00,60.00,1
2026-07-02,22,host018,proc_run,204.00,204.00,204.00,1
2026-07-02,22,host018,proc_total,115.00,115.00,115.00,1
2026-07-02,22,host019,cpu_idle,42.78,42.78,42.78,1
2026-07-02,22,host019,cpu_sys,34.26,34.26,34.26,1
2026-07-02,22,host019,cpu_usage,43.13,43.13,43.13,1
2026-07-02,22,host019,cpu_user,46.23,46.23,46.23,1
2026-07-02,22,host019,cpu_wait,32.74,32.74,32.74,1
2026-07-02,22,host019,load1,7.13,7.13,7.13,1
2026-07-02,22,host019,load15,13.73,13.73,13.73,1
2026-07-02,22,host019,load5,26.18,26.18,26.18,1
2026-07-02,22,host019,mem_buff,58120.00,58120.00,58120.00,1
2026-07-02,22,host019,mem_cache,53755.00,53755.00,53755.00,1
2026-07-02,22,host019,mem_free,65032.00,65032.00,65032.00,1
2026-07-02,22,host019,mem_swap,29724.00,29724.00,29724.00,1
2026-07-02,22,host019,mem_used,27542.00,27542.00,27542.00,1
2026-07-02,22,host019,net_in,448.95,448.95,448.95,1
2026-07-02,22,host019,net_out,542.44,542.44,542.44,1
2026-07-02,22,host019,net_pktin,32659.00,32659.00,32659.00,1
2026-07-02,22,host019,net_pktout,11620.00,11620.00,11620.00,1
2026-07-02,22,host019,proc_block,52.00,52.00,52.00,1
2026-07-02,22,host019,proc_run,247.00,247.00,247.00,1
2026-07-02,22,host019,proc_total,72.00,72.00,72.00,1
2026-07-02,22,host020,cpu_idle,86.24,86.24,86.24,1
2026-07-02,22,host020,cpu_sys,14.21,14.21,14.21,1
2026-07-02,22,host020,cpu_usage,38.97,38.97,38.97,1
2026-07-02,22,host020,cpu_user,15.91,15.91,15.91,1
2026-07-02,22,host020,cpu_wait,16.88,16.88,16.88,1
2026-07-02,22,host020,load1,17.71,17.71,17.71,1
2026-07-02,22,host020,load15,29.88,29.88,29.88,1
2026-07-02,22,host020,load5,17.01,17.01,17.01,1
2026-07-02,22,host020,mem_buff,22832.00,22832.00,22832.00,1
2026-07-02,22,host020,mem_cache,124213.00,124213.00,124213.00,1
2026-07-02,22,host020,mem_free,39952.00,39952.00,39952.00,1
2026-07-02,22,host020,mem_swap,40012.00,40012.00,40012.00,1
2026-07-02,22,host020,mem_used,57520.00,57520.00,57520.00,1
2026-07-02,22,host020,net_in,751.46,751.46,751.46,1
2026-07-02,22,host020,net_out,240.61,240.61,240.61,1
2026-07-02,22,host020,net_pktin,62957.00,62957.00,62957.00,1
2026-07-02,22,host020,net_pktout,31429.00,31429.00,31429.00,1
2026-07-02,22,host020,proc_block,242.00,242.00,242.00,1
2026-07-02,22,host020,proc_run,412.00,412.00,412.00,1
2026-07-02,22,host020,proc_total,214.00,214.00,214.00,1
2026-07-02,23,host001,cpu_idle,74.89,74.89,74.89,1
2026-07-02,23,host001,cpu_sys,33.22,33.22,33.22,1
2026-07-02,23,host001,cpu_usage,73.05,73.05,73.05,1
2026-07-02,23,host001,cpu_user,21.81,21.81,21.81,1
2026-07-02,23,host001,cpu_wait,4.29,4.29,4.29,1
2026-07-02,23,host001,load1,4.50,4.50,4.50,1
2026-07-02,23,host001,load15,30.09,30.09,30.09,1
2026-07-02,23,host001,load5,10.90,10.90,10.90,1
2026-07-02,23,host001,mem_buff,26156.00,26156.00,26156.00,1
2026-07-02,23,host001,mem_cache,29641.00,29641.00,29641.00,1
2026-07-02,23,host001,mem_free,16994.00,16994.00,16994.00,1
2026-07-02,23,host001,mem_swap,89381.00,89381.00,89381.00,1
2026-07-02,23,host001,mem_used,36388.00,36388.00,36388.00,1
2026-07-02,23,host001,net_in,197.14,197.14,197.14,1
2026-07-02,23,host001,net_out,392.13,392.13,392.13,1
2026-07-02,23,host001,net_pktin,95789.00,95789.00,95789.00,1
2026-07-02,23,host001,net_pktout,1616.00,1616.00,1616.00,1
2026-07-02,23,host001,proc_block,471.00,471.00,471.00,1
2026-07-02,23,host001,proc_run,409.00,409.00,409.00,1
2026-07-02,23,host001,proc_total,34.00,34.00,34.00,1
2026-07-02,23,host002,cpu_idle,82.12,82.12,82.12,1
2026-07-02,23,host002,cpu_sys,49.62,49.62,49.62,1
2026-07-02,23,host002,cpu_usage,65.25,65.25,65.25,1
2026-07-02,23,host002,cpu_user,19.23,19.23,19.23,1
2026-07-02,23,host002,cpu_wait,10.12,10.12,10.12,1
2026-07-02,23,host002,load1,8.00,8.00,8.00,1
2026-07-02,23,host002,load15,27.68,27.68,27.68,1
2026-07-02,23,host002,load5,20.89,20.89,20.89,1
2026-07-02,23,host002,mem_buff,67163.00,67163.00,67163.00,1
2026-07-02,23,host002,mem_cache,107874.00,107874.00,107874.00,1
2026-07-02,23,host002,mem_free,9039.00,9039.00,9039.00,1
2026-07-02,23,host002,mem_swap,50006.00,50006.00,50006.00,1
2026-07-02,23,host002,mem_used,31354.00,31354.00,31354.00,1
2026-07-02,23,host002,net_in,291.95,291.95,291.95,1
2026-07-02,23,host002,net_out,86.93,86.93,86.93,1
2026-07-02,23,host002,net_pktin,85210.00,85210.00,85210.00,1
2026-07-02,23,host002,net_pktout,39500.00,39500.00,39500.00,1
2026-07-02,23,host002,proc_block,340.00,340.00,340.00,1
2026-07-02,23,host002,proc_run,27.00,27.00,27.00,1
2026-07-02,23,host002,proc_total,92.00,92.00,92.00,1
2026-07-02,23,host003,cpu_idle,61.30,61.30,61.30,1
2026-07-02,23,host003,cpu_sys,15.77,15.77,15.77,1
2026-07-02,23,host003,cpu_usage,5.17,5.17,5.17,1
2026-07-02,23,host003,cpu_user,16.47,16.47,16.47,1
2026-07-02,23,host003,cpu_wait,10.02,10.02,10.02,1
2026-07-02,23,host003,load1,27.85,27.85,27.85,1
2026-07-02,23,host003,load15,1.07,1.07,1.07,1
2026-07-02,23,host003,load5,30.26,30.26,30.26,1
2026-07-02,23,host003,mem_buff,52388.00,52388.00,52388.00,1
2026-07-02,23,host003,mem_cache,45422.00,45422.00,45422.00,1
2026-07-02,23,host003,mem_free,98234.00,98234.00,98234.00,1
2026-07-02,23,host003,mem_swap,82103.00,82103.00,82103.00,1
2026-07-02,23,host003,mem_used,26687.00,26687.00,26687.00,1
2026-07-02,23,host003,net_in,626.69,626.69,626.69,1
2026-07-02,23,host003,net_out,142.02,142.02,142.02,1
2026-07-02,23,host003,net_pktin,68363.00,68363.00,68363.00,1
2026-07-02,23,host003,net_pktout,28432.00,28432.00,28432.00,1
2026-07-02,23,host003,proc_block,379.00,379.00,379.00,1
2026-07-02,23,host003,proc_run,232.00,232.00,232.00,1
2026-07-02,23,host003,proc_total,357.00,357.00,357.00,1
2026-07-02,23,host004,cpu_idle,64.47,64.47,64.47,1
2026-07-02,23,host004,cpu_sys,19.61,19.61,19.61,1
2026-07-02,23,host004,cpu_usage,29.23,29.23,29.23,1
2026-07-02,23,host004,cpu_user,5.32,5.32,5.32,1
2026-07-02,23,host004,cpu_wait,41.73,41.73,41.73,1
2026-07-02,23,host004,load1,27.82,27.82,27.82,1
2026-07-02,23,host004,load15,4.18,4.18,4.18,1
2026-07-02,23,host004,load5,27.34,27.34,27.34,1
2026-07-02,23,host004,mem_buff,41785.00,41785.00,41785.00,1
2026-07-02,23,host004,mem_cache,123640.00,123640.00,123640.00,1
2026-07-02,23,host004,mem_free,124594.00,124594.00,124594.00,1
2026-07-02,23,host004,mem_swap,95429.00,95429.00,95429.00,1
2026-07-02,23,host004,mem_used,45564.00,45564.00,45564.00,1
2026-07-02,23,host004,net_in,248.69,248.69,248.69,1
2026-07-02,23,host004,net_out,54.77,54.77,54.77,1
2026-07-02,23,host004,net_pktin,62202.00,62202.00,62202.00,1
2026-07-02,23,host004,net_pktout,68016.00,68016.00,68016.00,1
2026-07-02,23,host004,proc_block,445.00,445.00,445.00,1
2026-07-02,23,host004,proc_run,376.00,376.00,376.00,1
2026-07-02,23,host004,proc_total,251.00,251.00,251.00,1
2026-07-02,23,host005,cpu_idle,93.06,93.06,93.06,1
2026-07-02,23,host005,cpu_sys,49.96,49.96,49.96,1
2026-07-02,23,host005,cpu_usage,73.46,73.46,73.46,1
2026-07-02,23,host005,cpu_user,43.60,43.60,43.60,1
2026-07-02,23,host005,cpu_wait,45.02,45.02,45.02,1
2026-07-02,23,host005,load1,3.67,3.67,3.67,1
2026-07-02,23,host005,load15,24.48,24.48,24.48,1
2026-07-02,23,host005,load5,0.41,0.41,0.41,1
2026-07-02,23,host005,mem_buff,44779.00,44779.00,44779.00,1
2026-07-02,23,host005,mem_cache,20978.00,20978.00,20978.00,1
2026-07-02,23,host005,mem_free,12197.00,12197.00,12197.00,1
2026-07-02,23,host005,mem_swap,123197.00,123197.00,123197.00,1
2026-07-02,23,host005,mem_used,17892.00,17892.00,17892.00,1
2026-07-02,23,host005,net_in,418.28,418.28,418.28,1
2026-07-02,23,host005,net_out,202.06,202.06,202.06,1
2026-07-02,23,host005,net_pktin,85649.00,85649.00,85649.00,1
2026-07-02,23,host005,net_pktout,59192.00,59192.00,59192.00,1
2026-07-02,23,host005,proc_block,202.00,202.00,202.00,1
2026-07-02,23,host005,proc_run,479.00,479.00,479.00,1
2026-07-02,23,host005,proc_total,273.00,273.00,273.00,1
2026-07-02,23,host006,cpu_idle,41.15,41.15,41.15,1
2026-07-02,23,host006,cpu_sys,40.54,40.54,40.54,1
2026-07-02,23,host006,cpu_usage,14.64,14.64,14.64,1
2026-07-02,23,host006,cpu_user,24.18,24.18,24.18,1
2026-07-02,23,host006,cpu_wait,0.41,0.41,0.41,1
2026-07-02,23,host006,load1,24.45,24.45,24.45,1
2026-07-02,23,host006,load15,9.75,9.75,9.75,1
2026-07-02,23,host006,load5,2.75,2.75,2.75,1
2026-07-02,23,host006,mem_buff,123174.00,123174.00,123174.00,1
2026-07-02,23,host006,mem_cache,75724.00,75724.00,75724.00,1
2026-07-02,23,host006,mem_free,49433.00,49433.00,49433.00,1
2026-07-02,23,host006,mem_swap,96048.00,96048.00,96048.00,1
2026-07-02,23,host006,mem_used,92734.00,92734.00,92734.00,1
2026-07-02,23,host006,net_in,223.48,223.48,223.48,1
2026-07-02,23,host006,net_out,648.98,648.98,648.98,1
2026-07-02,23,host006,net_pktin,18127.00,18127.00,18127.00,1
2026-07-02,23,host006,net_pktout,27555.00,27555.00,27555.00,1
2026-07-02,23,host006,proc_block,57.00,57.00,57.00,1
2026-07-02,23,host006,proc_run,108.00,108.00,108.00,1
2026-07-02,23,host006,proc_total,208.00,208.00,208.00,1
2026-07-02,23,host007,cpu_idle,40.90,40.90,40.90,1
2026-07-02,23,host007,cpu_sys,45.70,45.70,45.70,1
2026-07-02,23,host007,cpu_usage,72.25,72.25,72.25,1
2026-07-02,23,host007,cpu_user,45.65,45.65,45.65,1
2026-07-02,23,host007,cpu_wait,39.17,39.17,39.17,1
2026-07-02,23,host007,load1,25.16,25.16,25.16,1
2026-07-02,23,host007,load15,24.92,24.92,24.92,1
2026-07-02,23,host007,load5,6.38,6.38,6.38,1
2026-07-02,23,host007,mem_buff,44382.00,44382.00,44382.00,1
2026-07-02,23,host007,mem_cache,57806.00,57806.00,57806.00,1
2026-07-02,23,host007,mem_free,23844.00,23844.00,23844.00,1
2026-07-02,23,host007,mem_swap,21870.00,21870.00,21870.00,1
2026-07-02,23,host007,mem_used,102750.00,102750.00,102750.00,1
2026-07-02,23,host007,net_in,721.61,721.61,721.61,1
2026-07-02,23,host007,net_out,483.96,483.96,483.96,1
2026-07-02,23,host007,net_pktin,80073.00,80073.00,80073.00,1
2026-07-02,23,host007,net_pktout,55644.00,55644.00,55644.00,1
2026-07-02,23,host007,proc_block,63.00,63.00,63.00,1
2026-07-02,23,host007,proc_run,438.00,438.00,438.00,1
2026-07-02,23,host007,proc_total,220.00,220.00,220.00,1
2026-07-02,23,host008,cpu_idle,48.91,48.91,48.91,1
2026-07-02,23,host008,cpu_sys,26.64,26.64,26.64,1
2026-07-02,23,host008,cpu_usage,43.74,43.74,43.74,1
2026-07-02,23,host008,cpu_user,48.99,48.99,48.99,1
2026-07-02,23,host008,cpu_wait,41.06,41.06,41.06,1
2026-07-02,23,host008,load1,6.44,6.44,6.44,1
2026-07-02,23,host008,load15,14.03,14.03,14.03,1
2026-07-02,23,host008,load5,14.77,14.77,14.77,1
2026-07-02,23,host008,mem_buff,49258.00,49258.00,49258.00,1
2026-07-02,23,host008,mem_cache,114262.00,114262.00,114262.00,1
2026-07-02,23,host008,mem_free,94822.00,94822.00,94822.00,1
2026-07-02,23,host008,mem_swap,4298.00,4298.00,4298.00,1
2026-07-02,23,host008,mem_used,78582.00,78582.00,78582.00,1
2026-07-02,23,host008,net_in,101.51,101.51,101.51,1
2026-07-02,23,host008,net_out,887.16,887.16,887.16,1
2026-07-02,23,host008,net_pktin,14797.00,14797.00,14797.00,1
2026-07-02,23,host008,net_pktout,75628.00,75628.00,75628.00,1
2026-07-02,23,host008,proc_block,429.00,429.00,429.00,1
2026-07-02,23,host008,proc_run,142.00,142.00,142.00,1
2026-07-02,23,host008,proc_total,366.00,366.00,366.00,1
2026-07-02,23,host009,cpu_idle,71.92,71.92,71.92,1
2026-07-02,23,host009,cpu_sys,25.44,25.44,25.44,1
2026-07-02,23,host009,cpu_usage,20.61,20.61,20.61,1
2026-07-02,23,host009,cpu_user,48.82,48.82,48.82,1
2026-07-02,23,host009,cpu_wait,20.51,20.51,20.51,1
2026-07-02,23,host009,load1,17.57,17.57,17.57,1
2026-07-02,23,host009,load15,20.94,20.94,20.94,1
2026-07-02,23,host009,load5,18.23,18.23,18.23,1
2026-07-02,23,host009,mem_buff,99970.00,99970.00,99970.00,1
2026-07-02,23,host009,mem_cache,97085.00,97085.00,97085.00,1
2026-07-02,23,host009,mem_free,40682.00,40682.00,40682.00,1
2026-07-02,23,host009,mem_swap,37283.00,37283.00,37283.00,1
2026-07-02,23,host009,mem_used,128686.00,128686.00,128686.00,1
2026-07-02,23,host009,net_in,350.47,350.47,350.47,1
2026-07-02,23,host009,net_out,582.21,582.21,582.21,1
2026-07-02,23,host009,net_pktin,47172.00,47172.00,47172.00,1
2026-07-02,23,host009,net_pktout,6133.00,6133.00,6133.00,1
2026-07-02,23,host009,proc_block,102.00,102.00,102.00,1
2026-07-02,23,host009,proc_run,352.00,352.00,352.00,1
2026-07-02,23,host009,proc_total,488.00,488.00,488.00,1
2026-07-02,23,host010,cpu_idle,55.66,55.66,55.66,1
2026-07-02,23,host010,cpu_sys,43.79,43.79,43.79,1
2026-07-02,23,host010,cpu_usage,64.18,64.18,64.18,1
2026-07-02,23,host010,cpu_user,30.65,30.65,30.65,1
2026-07-02,23,host010,cpu_wait,19.56,19.56,19.56,1
2026-07-02,23,host010,load1,25.61,25.61,25.61,1
2026-07-02,23,host010,load15,9.32,9.32,9.32,1
2026-07-02,23,host010,load5,23.74,23.74,23.74,1
2026-07-02,23,host010,mem_buff,48713.00,48713.00,48713.00,1
2026-07-02,23,host010,mem_cache,29726.00,29726.00,29726.00,1
2026-07-02,23,host010,mem_free,26763.00,26763.00,26763.00,1
2026-07-02,23,host010,mem_swap,82405.00,82405.00,82405.00,1
2026-07-02,23,host010,mem_used,123839.00,123839.00,123839.00,1
2026-07-02,23,host010,net_in,710.75,710.75,710.75,1
2026-07-02,23,host010,net_out,867.15,867.15,867.15,1
2026-07-02,23,host010,net_pktin,51060.00,51060.00,51060.00,1
2026-07-02,23,host010,net_pktout,21473.00,21473.00,21473.00,1
2026-07-02,23,host010,proc_block,411.00,411.00,411.00,1
2026-07-02,23,host010,proc_run,360.00,360.00,360.00,1
2026-07-02,23,host010,proc_total,213.00,213.00,213.00,1
2026-07-02,23,host011,cpu_idle,90.64,90.64,90.64,1
2026-07-02,23,host011,cpu_sys,36.62,36.62,36.62,1
2026-07-02,23,host011,cpu_usage,18.06,18.06,18.06,1
2026-07-02,23,host011,cpu_user,7.29,7.29,7.29,1
2026-07-02,23,host011,cpu_wait,44.23,44.23,44.23,1
2026-07-02,23,host011,load1,6.50,6.50,6.50,1
2026-07-02,23,host011,load15,9.46,9.46,9.46,1
2026-07-02,23,host011,load5,3.70,3.70,3.70,1
2026-07-02,23,host011,mem_buff,59367.00,59367.00,59367.00,1
2026-07-02,23,host011,mem_cache,107002.00,107002.00,107002.00,1
2026-07-02,23,host011,mem_free,100671.00,100671.00,100671.00,1
2026-07-02,23,host011,mem_swap,123471.00,123471.00,123471.00,1
2026-07-02,23,host011,mem_used,69072.00,69072.00,69072.00,1
2026-07-02,23,host011,net_in,536.09,536.09,536.09,1
2026-07-02,23,host011,net_out,676.93,676.93,676.93,1
2026-07-02,23,host011,net_pktin,24785.00,24785.00,24785.00,1
2026-07-02,23,host011,net_pktout,5798.00,5798.00,5798.00,1
2026-07-02,23,host011,proc_block,200.00,200.00,200.00,1
2026-07-02,23,host011,proc_run,238.00,238.00,238.00,1
2026-07-02,23,host011,proc_total,485.00,485.00,485.00,1
2026-07-02,23,host012,cpu_idle,65.37,65.37,65.37,1
2026-07-02,23,host012,cpu_sys,49.72,49.72,49.72,1
2026-07-02,23,host012,cpu_usage,36.25,36.25,36.25,1
2026-07-02,23,host012,cpu_user,9.14,9.14,9.14,1
2026-07-02,23,host012,cpu_wait,27.38,27.38,27.38,1
2026-07-02,23,host012,load1,27.99,27.99,27.99,1
2026-07-02,23,host012,load15,6.82,6.82,6.82,1
2026-07-02,23,host012,load5,16.90,16.90,16.90,1
2026-07-02,23,host012,mem_buff,9349.00,9349.00,9349.00,1
2026-07-02,23,host012,mem_cache,6648.00,6648.00,6648.00,1
2026-07-02,23,host012,mem_free,12356.00,12356.00,12356.00,1
2026-07-02,23,host012,mem_swap,111444.00,111444.00,111444.00,1
2026-07-02,23,host012,mem_used,75997.00,75997.00,75997.00,1
2026-07-02,23,host012,net_in,194.38,194.38,194.38,1
2026-07-02,23,host012,net_out,943.81,943.81,943.81,1
2026-07-02,23,host012,net_pktin,77110.00,77110.00,77110.00,1
2026-07-02,23,host012,net_pktout,57788.00,57788.00,57788.00,1
2026-07-02,23,host012,proc_block,335.00,335.00,335.00,1
2026-07-02,23,host012,proc_run,354.00,354.00,354.00,1
2026-07-02,23,host012,proc_total,391.00,391.00,391.00,1
2026-07-02,23,host013,cpu_idle,85.78,85.78,85.78,1
2026-07-02,23,host013,cpu_sys,8.93,8.93,8.93,1
2026-07-02,23,host013,cpu_usage,48.87,48.87,48.87,1
2026-07-02,23,host013,cpu_user,41.66,41.66,41.66,1
2026-07-02,23,host013,cpu_wait,10.84,10.84,10.84,1
2026-07-02,23,host013,load1,26.74,26.74,26.74,1
2026-07-02,23,host013,load15,17.42,17.42,17.42,1
2026-07-02,23,host013,load5,23.87,23.87,23.87,1
2026-07-02,23,host013,mem_buff,99718.00,99718.00,99718.00,1
2026-07-02,23,host013,mem_cache,14310.00,14310.00,14310.00,1
2026-07-02,23,host013,mem_free,110225.00,110225.00,110225.00,1
2026-07-02,23,host013,mem_swap,70905.00,70905.00,70905.00,1
2026-07-02,23,host013,mem_used,7860.00,7860.00,7860.00,1
2026-07-02,23,host013,net_in,561.52,561.52,561.52,1
2026-07-02,23,host013,net_out,486.09,486.09,486.09,1
2026-07-02,23,host013,net_pktin,54822.00,54822.00,54822.00,1
2026-07-02,23,host013,net_pktout,83495.00,83495.00,83495.00,1
2026-07-02,23,host013,proc_block,384.00,384.00,384.00,1
2026-07-02,23,host013,proc_run,75.00,75.00,75.00,1
2026-07-02,23,host013,proc_total,292.00,292.00,292.00,1
2026-07-02,23,host014,cpu_idle,38.28,38.28,38.28,1
2026-07-02,23,host014,cpu_sys,38.51,38.51,38.51,1
2026-07-02,23,host014,cpu_usage,44.44,44.44,44.44,1
2026-07-02,23,host014,cpu_user,39.81,39.81,39.81,1
2026-07-02,23,host014,cpu_wait,30.62,30.62,30.62,1
2026-07-02,23,host014,load1,24.31,24.31,24.31,1
2026-07-02,23,host014,load15,29.65,29.65,29.65,1
2026-07-02,23,host014,load5,12.85,12.85,12.85,1
2026-07-02,23,host014,mem_buff,117737.00,117737.00,117737.00,1
2026-07-02,23,host014,mem_cache,64398.00,64398.00,64398.00,1
2026-07-02,23,host014,mem_free,31787.00,31787.00,31787.00,1
2026-07-02,23,host014,mem_swap,33587.00,33587.00,33587.00,1
2026-07-02,23,host014,mem_used,27615.00,27615.00,27615.00,1
2026-07-02,23,host014,net_in,396.65,396.65,396.65,1
2026-07-02,23,host014,net_out,198.88,198.88,198.88,1
2026-07-02,23,host014,net_pktin,90813.00,90813.00,90813.00,1
2026-07-02,23,host014,net_pktout,43358.00,43358.00,43358.00,1
2026-07-02,23,host014,proc_block,352.00,352.00,352.00,1
2026-07-02,23,host014,proc_run,408.00,408.00,408.00,1
2026-07-02,23,host014,proc_total,25.00,25.00,25.00,1
2026-07-02,23,host015,cpu_idle,31.14,31.14,31.14,1
2026-07-02,23,host015,cpu_sys,39.75,39.75,39.75,1
2026-07-02,23,host015,cpu_usage,61.67,61.67,61.67,1
2026-07-02,23,host015,cpu_user,42.76,42.76,42.76,1
2026-07-02,23,host015,cpu_wait,25.49,25.49,25.49,1
2026-07-02,23,host015,load1,11.67,11.67,11.67,1
2026-07-02,23,host015,load15,10.43,10.43,10.43,1
2026-07-02,23,host015,load5,29.28,29.28,29.28,1
2026-07-02,23,host015,mem_buff,3423.00,3423.00,3423.00,1
2026-07-02,23,host015,mem_cache,25044.00,25044.00,25044.00,1
2026-07-02,23,host015,mem_free,129718.00,129718.00,129718.00,1
2026-07-02,23,host015,mem_swap,116438.00,116438.00,116438.00,1
2026-07-02,23,host015,mem_used,105248.00,105248.00,105248.00,1
2026-07-02,23,host015,net_in,339.40,339.40,339.40,1
2026-07-02,23,host015,net_out,324.34,324.34,324.34,1
2026-07-02,23,host015,net_pktin,68442.00,68442.00,68442.00,1
2026-07-02,23,host015,net_pktout,73138.00,73138.00,73138.00,1
2026-07-02,23,host015,proc_block,106.00,106.00,106.00,1
2026-07-02,23,host015,proc_run,227.00,227.00,227.00,1
2026-07-02,23,host015,proc_total,304.00,304.00,304.00,1
2026-07-02,23,host016,cpu_idle,91.04,91.04,91.04,1
2026-07-02,23,host016,cpu_sys,3.78,3.78,3.78,1
2026-07-02,23,host016,cpu_usage,43.49,43.49,43.49,1
2026-07-02,23,host016,cpu_user,49.84,49.84,49.84,1
2026-07-02,23,host016,cpu_wait,13.85,13.85,13.85,1
2026-07-02,23,host016,load1,9.55,9.55,9.55,1
2026-07-02,23,host016,load15,1.90,1.90,1.90,1
2026-07-02,23,host016,load5,3.91,3.91,3.91,1
2026-07-02,23,host016,mem_buff,49040.00,49040.00,49040.00,1
2026-07-02,23,host016,mem_cache,53555.00,53555.00,53555.00,1
2026-07-02,23,host016,mem_free,87253.00,87253.00,87253.00,1
2026-07-02,23,host016,mem_swap,79934.00,79934.00,79934.00,1
2026-07-02,23,host016,mem_used,119742.00,119742.00,119742.00,1
2026-07-02,23,host016,net_in,870.16,870.16,870.16,1
2026-07-02,23,host016,net_out,5.12,5.12,5.12,1
2026-07-02,23,host016,net_pktin,77315.00,77315.00,77315.00,1
2026-07-02,23,host016,net_pktout,26459.00,26459.00,26459.00,1
2026-07-02,23,host016,proc_block,159.00,159.00,159.00,1
2026-07-02,23,host016,proc_run,97.00,97.00,97.00,1
2026-07-02,23,host016,proc_total,327.00,327.00,327.00,1
2026-07-02,23,host017,cpu_idle,46.18,46.18,46.18,1
2026-07-02,23,host017,cpu_sys,46.03,46.03,46.03,1
2026-07-02,23,host017,cpu_usage,46.88,46.88,46.88,1
2026-07-02,23,host017,cpu_user,4.27,4.27,4.27,1
2026-07-02,23,host017,cpu_wait,37.39,37.39,37.39,1
2026-07-02,23,host017,load1,21.18,21.18,21.18,1
2026-07-02,23,host017,load15,23.36,23.36,23.36,1
2026-07-02,23,host017,load5,26.39,26.39,26.39,1
2026-07-02,23,host017,mem_buff,77849.00,77849.00,77849.00,1
2026-07-02,23,host017,mem_cache,102368.00,102368.00,102368.00,1
2026-07-02,23,host017,mem_free,116568.00,116568.00,116568.00,1
2026-07-02,23,host017,mem_swap,121533.00,121533.00,121533.00,1
2026-07-02,23,host017,mem_used,78831.00,78831.00,78831.00,1
2026-07-02,23,host017,net_in,923.08,923.08,923.08,1
2026-07-02,23,host017,net_out,254.51,254.51,254.51,1
2026-07-02,23,host017,net_pktin,25980.00,25980.00,25980.00,1
2026-07-02,23,host017,net_pktout,52113.00,52113.00,52113.00,1
2026-07-02,23,host017,proc_block,71.00,71.00,71.00,1
2026-07-02,23,host017,proc_run,23.00,23.00,23.00,1
2026-07-02,23,host017,proc_total,296.00,296.00,296.00,1
2026-07-02,23,host018,cpu_idle,81.81,81.81,81.81,1
2026-07-02,23,host018,cpu_sys,43.69,43.69,43.69,1
2026-07-02,23,host018,cpu_usage,37.75,37.75,37.75,1
2026-07-02,23,host018,cpu_user,37.51,37.51,37.51,1
2026-07-02,23,host018,cpu_wait,33.65,33.65,33.65,1
2026-07-02,23,host018,load1,28.14,28.14,28.14,1
2026-07-02,23,host018,load15,16.28,16.28,16.28,1
2026-07-02,23,host018,load5,21.09,21.09,21.09,1
2026-07-02,23,host018,mem_buff,91902.00,91902.00,91902.00,1
2026-07-02,23,host018,mem_cache,7705.00,7705.00,7705.00,1
2026-07-02,23,host018,mem_free,64047.00,64047.00,64047.00,1
2026-07-02,23,host018,mem_swap,62800.00,62800.00,62800.00,1
2026-07-02,23,host018,mem_used,48291.00,48291.00,48291.00,1
2026-07-02,23,host018,net_in,123.83,123.83,123.83,1
2026-07-02,23,host018,net_out,19.05,19.05,19.05,1
2026-07-02,23,host018,net_pktin,65909.00,65909.00,65909.00,1
2026-07-02,23,host018,net_pktout,3833.00,3833.00,3833.00,1
2026-07-02,23,host018,proc_block,163.00,163.00,163.00,1
2026-07-02,23,host018,proc_run,271.00,271.00,271.00,1
2026-07-02,23,host018,proc_total,81.00,81.00,81.00,1
2026-07-02,23,host019,cpu_idle,61.57,61.57,61.57,1
2026-07-02,23,host019,cpu_sys,34.66,34.66,34.66,1
2026-07-02,23,host019,cpu_usage,23.79,23.79,23.79,1
